0.0016025,-8.0896e-05,-0.0009601,-0.0023939,-0.0037951
0.0021505,-0.00098225,-0.0010448,-0.0036579,-0.0062538
0.0031395,-0.0021347,-0.0013077,-0.005384,-0.0098347
0.0039314,-0.0026606,-0.0016762,-0.0064354,-0.012209
0.005099,-0.0034506,-0.0022244,-0.0078906,-0.015727
0.0062667,-0.0042405,-0.0027726,-0.0093458,-0.019246
0.0079267,-0.0054041,-0.0035341,-0.011435,-0.024363
0.01019,-0.0070747,-0.0045099,-0.014551,-0.031636
0.012453,-0.0087454,-0.0054858,-0.017668,-0.038908
0.015404,-0.011072,-0.0066243,-0.022424,-0.048963
0.019827,-0.014743,-0.0081452,-0.030618,-0.064794
0.023505,-0.017874,-0.0093355,-0.037841,-0.078272
0.027906,-0.021927,-0.010429,-0.048479,-0.095732
0.032307,-0.025979,-0.011523,-0.059117,-0.11319
0.037402,-0.031004,-0.012393,-0.074019,-0.13498
0.043177,-0.036948,-0.013017,-0.093623,-0.16109
0.048953,-0.042892,-0.013642,-0.11323,-0.1872
0.055456,-0.049563,-0.01419,-0.13725,-0.21715
0.061959,-0.056233,-0.014739,-0.16127,-0.2471
0.069317,-0.063293,-0.015606,-0.18854,-0.27987
0.077716,-0.070282,-0.017358,-0.21711,-0.31393
0.086115,-0.07727,-0.019111,-0.24568,-0.34799
0.095717,-0.083668,-0.022338,-0.27327,-0.38151
0.10932,-0.091379,-0.027945,-0.30768,-0.42418
0.12014,-0.096699,-0.033042,-0.33229,-0.45527
0.13193,-0.10058,-0.040014,-0.35281,-0.48234
0.14373,-0.10447,-0.046985,-0.37334,-0.5094
0.15593,-0.10677,-0.05536,-0.38985,-0.5314
0.16766,-0.10755,-0.064285,-0.40331,-0.54799
0.17939,-0.10833,-0.07321,-0.41678,-0.56458
0.18965,-0.10787,-0.081713,-0.42839,-0.57617
0.20153,-0.10679,-0.092129,-0.44306,-0.58918
0.20938,-0.10547,-0.099449,-0.45341,-0.59671
0.21421,-0.10371,-0.1053,-0.46197,-0.60145
0.21905,-0.10194,-0.11114,-0.47053,-0.60619
0.22081,-0.10007,-0.11576,-0.47589,-0.60941
0.22001,-0.098295,-0.11974,-0.47669,-0.61217
0.21921,-0.096521,-0.12372,-0.4775,-0.61493
0.21692,-0.094938,-0.12766,-0.47377,-0.61787
0.21464,-0.093354,-0.1316,-0.47003,-0.62081
0.21226,-0.091944,-0.13577,-0.46407,-0.62414
0.21116,-0.090636,-0.13996,-0.46038,-0.62767
0.21006,-0.089328,-0.14414,-0.45669,-0.63119
0.21123,-0.088056,-0.1478,-0.46058,-0.63449
0.21444,-0.086376,-0.15187,-0.47391,-0.63833
0.21813,-0.085122,-0.15447,-0.48916,-0.64094
0.22375,-0.08394,-0.15593,-0.51586,-0.64257
0.22938,-0.082758,-0.15738,-0.54255,-0.64419
0.23555,-0.081767,-0.15826,-0.57603,-0.64478
0.2405,-0.08112,-0.15968,-0.60775,-0.64454
0.24545,-0.080474,-0.1611,-0.63947,-0.64431
0.2476,-0.080306,-0.16433,-0.65969,-0.64359
0.24796,-0.08045,-0.17051,-0.67265,-0.64262
0.24647,-0.080827,-0.17638,-0.67381,-0.64177
0.24157,-0.08171,-0.18487,-0.65328,-0.64101
0.23668,-0.082593,-0.19335,-0.63275,-0.64024
0.22968,-0.083842,-0.20349,-0.59373,-0.63961
0.22242,-0.085246,-0.21369,-0.54388,-0.63905
0.21517,-0.08665,-0.2239,-0.49402,-0.63848
0.20946,-0.087987,-0.23261,-0.44256,-0.63796
0.20374,-0.089324,-0.24132,-0.39109,-0.63743
0.20064,-0.09042,-0.24758,-0.34572,-0.63702
0.20017,-0.091192,-0.25138,-0.31071,-0.63693
0.19969,-0.091965,-0.25519,-0.27571,-0.63684
0.20094,-0.092434,-0.2574,-0.2519,-0.63733
0.2025,-0.092955,-0.26042,-0.22649,-0.63844
0.2041,-0.093222,-0.26229,-0.21278,-0.63962
0.20483,-0.093421,-0.26488,-0.20817,-0.64134
0.20555,-0.093621,-0.26748,-0.20355,-0.64305
0.20478,-0.093872,-0.27116,-0.2084,-0.64486
0.20266,-0.094236,-0.27547,-0.22407,-0.64616
0.20055,-0.0946,-0.27978,-0.23973,-0.64746
0.19779,-0.095056,-0.28358,-0.26689,-0.64774
0.19446,-0.095631,-0.28715,-0.30843,-0.64738
0.19193,-0.096083,-0.28913,-0.34493,-0.64652
0.19022,-0.09639,-0.28829,-0.38462,-0.64495
0.18852,-0.096697,-0.28745,-0.42431,-0.64338
0.18775,-0.096726,-0.28345,-0.45773,-0.64204
0.18759,-0.096401,-0.27676,-0.47466,-0.64214
0.18742,-0.096076,-0.27006,-0.49159,-0.64223
0.18728,-0.095423,-0.2618,-0.4845,-0.64482
0.18713,-0.094769,-0.25353,-0.47741,-0.6474
0.18647,-0.093919,-0.24517,-0.44439,-0.65298
0.185,-0.093079,-0.23812,-0.39022,-0.6612
0.18354,-0.09224,-0.23107,-0.33606,-0.66943
0.18127,-0.091628,-0.22636,-0.27089,-0.67908
0.17794,-0.091097,-0.22192,-0.18785,-0.69115
0.1751,-0.090874,-0.21995,-0.12413,-0.70033
0.17195,-0.091091,-0.22042,-0.072877,-0.70691
