-0.016222,0.061468,-0.006906,-0.034392,-0.053168,-0.20397,0.077474,-0.10557,0.0030611,-0.26276,0.0061655,-0.29137,-0.33543,-0.092684,-0.04966,-0.11955,-0.18271
-0.019234,0.073752,0.0020809,-0.022279,-0.055055,-0.1968,0.090407,-0.077312,0.016787,-0.22331,0.03386,-0.29585,-0.33254,-0.076161,-0.057195,-0.099819,-0.2175
-0.02886,0.07242,0.00082673,-0.018614,-0.060904,-0.19819,0.094552,-0.056605,0.014666,-0.23419,0.034893,-0.32152,-0.34587,-0.067029,-0.06298,-0.087728,-0.26027
-0.038514,0.062793,-0.015281,-0.016597,-0.061166,-0.19095,0.096259,-0.028999,0.015041,-0.23035,0.019469,-0.3136,-0.35123,-0.052594,-0.054368,-0.075731,-0.2834
-0.045226,0.044743,-0.035003,-0.01974,-0.061768,-0.18647,0.091841,-0.0061054,0.013715,-0.19908,-0.0060067,-0.27223,-0.363,-0.043613,-0.041617,-0.070051,-0.28875
-0.047203,0.028548,-0.044319,-0.02771,-0.060245,-0.1803,0.083095,0.01293,0.025989,-0.14797,-0.029766,-0.19206,-0.3699,-0.034303,-0.030638,-0.064601,-0.27157
-0.04293,0.015757,-0.044226,-0.040879,-0.058311,-0.17507,0.068075,0.02403,0.031636,-0.13874,-0.039075,-0.15501,-0.37929,-0.027529,-0.021131,-0.060982,-0.23601
-0.027236,0.0052933,-0.043282,-0.063418,-0.056183,-0.16991,0.046997,0.026669,0.026693,-0.14927,-0.015802,-0.15726,-0.38958,-0.020973,-0.017851,-0.06261,-0.17997
-0.0088888,-0.0032121,-0.035996,-0.095753,-0.054213,-0.16404,0.024145,0.018453,0.022376,-0.11634,-0.0020356,-0.18178,-0.38895,-0.015314,-0.018685,-0.074796,-0.10146
-0.0014587,-0.0094849,-0.026009,-0.1165,-0.052622,-0.15656,0.0064234,-0.0018992,0.020153,0.0020597,-0.0076079,-0.24264,-0.37224,-0.015661,-0.015613,-0.094608,-0.0041058
-0.011698,-0.013231,-0.021192,-0.11748,-0.05144,-0.14714,-0.0039186,-0.031898,0.0063958,0.14182,-0.018558,-0.27587,-0.34215,-0.018464,-0.01366,-0.10874,0.08399
-0.028813,-0.013061,-0.026211,-0.10475,-0.050486,-0.13682,-0.0095606,-0.066151,-0.017249,0.17578,-0.021828,-0.30216,-0.30384,-0.021208,0.0049365,-0.10841,0.13139
-0.035945,-0.010484,-0.036424,-0.083573,-0.049435,-0.12762,-0.013361,-0.099694,-0.032384,0.11985,-0.021381,-0.34454,-0.27409,-0.024046,0.031373,-0.10405,0.13935
-0.031019,-0.012691,-0.046631,-0.06339,-0.047902,-0.12127,-0.016628,-0.12866,-0.036377,0.058795,-0.046468,-0.35896,-0.26267,-0.025289,0.049584,-0.11378,0.12078
