-0.52864,-0.75561,-0.56831,-0.75561,-0.75561,-0.5833,-0.75535,-0.7557,-0.7557,-0.75564,-0.75564,-0.70722,-0.75561,-0.48583,-0.7557,-0.75564,-0.75551
-0.48849,-0.81128,-0.62474,-0.81128,-0.81128,-0.63202,-0.8119,-0.81138,-0.81138,-0.81129,-0.81129,-0.76571,-0.81128,-0.5758,-0.81138,-0.81129,-0.81134
-0.47315,-0.77682,-0.59665,-0.77682,-0.77682,-0.61589,-0.77675,-0.77676,-0.77676,-0.77681,-0.77681,-0.70684,-0.77682,-0.76224,-0.77676,-0.77681,-0.77679
-0.51259,-0.7989,-0.61123,-0.7989,-0.7989,-0.63404,-0.79899,-0.79894,-0.79894,-0.79891,-0.79891,-0.6831,-0.7989,-0.79952,-0.79894,-0.79891,-0.79892
-0.48579,-0.78488,-0.60211,-0.78488,-0.78488,-0.60279,-0.78481,-0.78485,-0.78485,-0.78487,-0.78487,-0.726,-0.78488,-0.78537,-0.78485,-0.78487,-0.78486
-0.57238,-0.79345,-0.61381,-0.79345,-0.79345,-0.57779,-0.79352,-0.79347,-0.79347,-0.79346,-0.79346,-0.72423,-0.79345,-0.79325,-0.79347,-0.79346,-0.79346
-0.76672,-0.78854,-0.60925,-0.78854,-0.78854,-0.54849,-0.78854,-0.78853,-0.78853,-0.78853,-0.78853,-0.71424,-0.78854,-0.78858,-0.78853,-0.78853,-0.78854
-0.7934,-0.79107,-0.60327,-0.79107,-0.79107,-0.52248,-0.79107,-0.79107,-0.79107,-0.79108,-0.79108,-0.74785,-0.79107,-0.79125,-0.79107,-0.79108,-0.79107
-0.78928,-0.79001,-0.58129,-0.79,-0.79,-0.48435,-0.78999,-0.79,-0.79,-0.78999,-0.78999,-0.7666,-0.79,-0.78975,-0.79,-0.78999,-0.79
-0.79044,-0.79,-0.57346,-0.79,-0.79,-0.44215,-0.78998,-0.79,-0.79,-0.79001,-0.79001,-0.63212,-0.79,-0.79033,-0.79,-0.79001,-0.79
-0.78981,-0.79,-0.58522,-0.79,-0.79,-0.40797,-0.78999,-0.79001,-0.79001,-0.79,-0.79,-0.401,-0.79,-0.78994,-0.79001,-0.79,-0.79001
-0.79029,-0.79,-0.58367,-0.79,-0.79,-0.37911,-0.78999,-0.78999,-0.78999,-0.79,-0.79,-0.36564,-0.79,-0.79013,-0.78999,-0.79,-0.79
-0.78997,-0.79001,-0.58239,-0.79001,-0.79001,-0.36108,-0.79002,-0.79001,-0.79001,-0.79,-0.79,-0.44166,-0.79001,-0.79,-0.79001,-0.79,-0.79
-0.7902,-0.79,-0.59954,-0.79,-0.79,-0.34825,-0.79002,-0.78999,-0.78999,-0.79,-0.79,-0.44804,-0.79,-0.79003,-0.78999,-0.78999,-0.79
-0.79003,-0.79,-0.58663,-0.79,-0.79,-0.35304,-0.79001,-0.79001,-0.79001,-0.79001,-0.79001,-0.39527,-0.79,-0.79004,-0.79001,-0.79001,-0.79
-0.79014,-0.79,-0.56939,-0.79,-0.79,-0.36237,-0.78999,-0.79,-0.79,-0.78999,-0.78999,-0.32071,-0.79,-0.79,-0.79,-0.78999,-0.79
-0.79,-0.79001,-0.58458,-0.79,-0.79,-0.36813,-0.78999,-0.79,-0.79,-0.79001,-0.79001,-0.27694,-0.79,-0.78999,-0.79,-0.79001,-0.79
-0.79,-0.79,-0.58025,-0.79,-0.79,-0.3658,-0.78998,-0.79,-0.79,-0.78999,-0.78999,-0.36712,-0.79,-0.78997,-0.79,-0.78999,-0.79
-0.79,-0.79,-0.56518,-0.79,-0.79,-0.35828,-0.79,-0.79,-0.79,-0.79001,-0.79001,-0.53926,-0.79,-0.78998,-0.79,-0.79001,-0.79
-0.79,-0.79,-0.57457,-0.79,-0.79,-0.35491,-0.79001,-0.79,-0.79,-0.78999,-0.78999,-0.70365,-0.79,-0.78998,-0.79,-0.78985,-0.79
-0.79,-0.79,-0.58167,-0.79,-0.79,-0.35374,-0.79003,-0.79,-0.79,-0.79001,-0.79001,-0.70717,-0.79,-0.79001,-0.79,-0.78986,-0.79
-0.79,-0.79,-0.60411,-0.79,-0.79,-0.35597,-0.79001,-0.79,-0.79,-0.78999,-0.78999,-0.54906,-0.79,-0.79004,-0.79,-0.78998,-0.79
-0.79,-0.79,-0.59955,-0.79,-0.79,-0.36109,-0.79,-0.79,-0.79,-0.79,-0.79,-0.35815,-0.79,-0.79004,-0.79,-0.79002,-0.79
-0.79,-0.79,-0.5926,-0.79,-0.79,-0.36925,-0.78998,-0.79,-0.79,-0.79,-0.79,-0.33475,-0.79,-0.79,-0.79,-0.78998,-0.79
-0.79,-0.79,-0.60882,-0.79,-0.79003,-0.37586,-0.78999,-0.79,-0.79,-0.79,-0.79,-0.4647,-0.79,-0.78999,-0.79,-0.79004,-0.79
-0.79,-0.79,-0.60917,-0.79,-0.79029,-0.38108,-0.78999,-0.79,-0.79,-0.79001,-0.79001,-0.43085,-0.79,-0.78997,-0.79,-0.78995,-0.79
-0.79,-0.79001,-0.61184,-0.79,-0.78956,-0.38211,-0.79,-0.79001,-0.79001,-0.78999,-0.78999,-0.26723,-0.79,-0.78998,-0.79001,-0.79008,-0.79
