1.336e-05,-9.192e-09,-9.2943e-09,-9.3579e-09,-9.4823e-09,1.6794e-05,-9.4816e-09,-9.3491e-09,-9.4249e-09,-9.4982e-09,-9.0927e-09,0.55636,-9.4764e-09,0.094202,-9.1069e-09,0.15021,-8.723e-09
1.0092e-06,-9.8839e-09,-9.9809e-09,-1.003e-08,-1.0186e-08,2.6444e-05,-1.0191e-08,-1.0066e-08,-1.0126e-08,-1.0198e-08,-1.0116e-08,0.57755,-1.0174e-08,0.068638,-9.795e-09,0.161,-8.44e-09
-4.3981e-07,-9.4841e-09,-9.5603e-09,-9.6004e-09,-9.7541e-09,3.1409e-05,-9.7496e-09,-9.6656e-09,-9.7031e-09,-9.7654e-09,-9.4135e-09,0.57111,-9.7363e-09,0.030988,-9.4022e-09,0.15883,-9.9924e-09
3.7564e-07,-9.7714e-09,-9.8239e-09,-9.8877e-09,-1.0042e-08,1.6481e-05,-1.0029e-08,-9.9506e-09,-9.9869e-09,-1.0046e-08,-1.0157e-08,0.57461,-1.0006e-08,0.014454,-9.6973e-09,0.16957,-9.6934e-09
-8.034e-08,-9.6203e-09,-9.6512e-09,-9.718e-09,-9.854e-09,-1.8958e-06,-9.8516e-09,-9.7979e-09,-9.8171e-09,-9.8733e-09,-9.1774e-09,0.56265,-9.8269e-09,0.00065571,-9.5583e-09,0.16924,-9.8732e-09
5.2054e-08,-9.7391e-09,-9.7567e-09,-9.8271e-09,-9.9781e-09,1.0204e-06,-9.962e-09,-9.8964e-09,-9.9287e-09,-9.9823e-09,-1.0861e-08,0.57174,-9.9341e-09,0.00039436,-9.6911e-09,0.17118,-9.7451e-09
-4.204e-08,-9.6966e-09,-9.6869e-09,-9.7803e-09,-9.8879e-09,-6.4492e-07,-9.901e-09,-9.8477e-09,-9.8693e-09,-9.9208e-09,-3.8444e-09,0.61633,-9.8736e-09,-0.00025291,-9.6578e-09,0.16967,-9.7275e-09
1.0574e-08,-9.7526e-09,-9.718e-09,-9.8355e-09,-9.8419e-09,3.9467e-07,-9.9343e-09,-9.3525e-09,-9.9014e-09,-9.9525e-09,2.1574e-08,0.66419,-9.9042e-09,0.00011013,-9.7119e-09,0.16898,-9.8941e-09
-1.8547e-08,-9.7648e-09,-9.6997e-09,-9.8337e-09,-8.5976e-09,-2.6504e-07,-9.9223e-09,-9.2392e-09,-9.8874e-09,-9.943e-09,1.7971e-08,0.66647,-9.8887e-09,-2.7337e-05,-9.7214e-09,0.16729,-9.6066e-09
-9.4622e-09,-9.7819e-09,-9.7016e-09,-9.8318e-09,-9.0814e-09,1.4545e-07,-9.9237e-09,-9.1669e-09,-9.8868e-09,-9.9471e-09,-7.1111e-09,0.67295,-9.8896e-09,-5.7301e-05,-9.7422e-09,0.16649,-1.0106e-08
-1.2911e-08,-9.7936e-09,-9.6958e-09,-9.8215e-09,-9.9771e-09,-1.0075e-07,-9.9251e-09,-9.5154e-09,-9.8864e-09,-9.931e-09,-1.0311e-08,0.65839,-9.8932e-09,-2.6765e-05,-9.7616e-09,0.16676,-9.2957e-09
-1.1097e-08,-9.7973e-09,-9.6948e-09,-9.8091e-09,-9.8672e-09,2.6147e-08,-9.926e-09,-3.6968e-09,-9.8856e-09,-9.9492e-09,-9.5055e-09,0.62138,-9.8959e-09,-3.2584e-05,-9.7786e-09,0.16725,-1.0427e-08
-9.2048e-09,-9.7999e-09,-9.7015e-09,-9.8133e-09,-9.9248e-09,-3.9464e-08,-9.9273e-09,3.8263e-09,-9.8848e-09,-9.9196e-09,-9.9067e-09,0.59758,-9.8966e-09,-9.2276e-06,-9.7935e-09,0.16537,-8.1586e-09
-1.0083e-08,-9.8027e-09,-9.7144e-09,-9.8275e-09,-9.8894e-09,-1.1758e-08,-9.9274e-09,6.6024e-09,-9.8835e-09,-9.959e-09,-9.6232e-09,0.6132,-9.8963e-09,-7.9942e-06,-9.8052e-09,0.15945,-1.2298e-08
-9.8539e-09,-9.8038e-09,-9.709e-09,-9.8313e-09,-9.3535e-09,-9.5265e-09,-9.928e-09,7.1563e-10,-9.8826e-09,-9.9052e-09,-9.6938e-09,0.63689,-9.8913e-09,4.9713e-11,-9.8149e-09,0.15023,-2.1807e-09
