0.081504,0.28138,0.13394,-0.20875,0.023575,0.13378,0.075085,0.015689,0.15473,0.017688,-0.26862,-0.1274,-0.17254,0.24259,-0.026093,-0.26529,0.13243
0.083791,0.25968,0.11741,-0.20141,0.023303,0.12295,0.06981,0.035128,0.14317,-0.069044,-0.30014,-0.11176,-0.15604,0.18555,0.0079408,-0.2597,0.14745
0.075694,0.2446,0.11115,-0.18907,0.023092,0.11749,0.066973,0.059906,0.08183,-0.16498,-0.31933,-0.066261,-0.14874,0.13931,0.037993,-0.27077,0.16509
0.059362,0.22148,0.091034,-0.16293,0.021981,0.10957,0.062343,0.08467,0.017931,-0.25427,-0.30142,0.0059279,-0.1349,0.11831,0.07166,-0.26834,0.18576
0.051101,0.2031,0.082322,-0.13543,0.02042,0.10359,0.058246,0.10444,-0.055589,-0.33373,-0.2177,0.081291,-0.1196,0.1118,0.085914,-0.26638,0.20607
0.047352,0.18582,0.0893,-0.11504,0.018148,0.097237,0.052305,0.11712,-0.1389,-0.32642,-0.10967,0.099473,-0.1004,0.10596,0.069853,-0.26631,0.21597
0.035157,0.16792,0.088197,-0.094799,0.015314,0.091869,0.044287,0.12227,-0.22522,-0.28549,-0.047349,0.047999,-0.072344,0.096027,0.037126,-0.26661,0.21108
0.011679,0.14433,0.070023,-0.066124,0.011954,0.087933,0.036059,0.11967,-0.29016,-0.23705,-0.017497,-0.056486,-0.02756,0.087014,0.0058251,-0.25785,0.19386
-0.019274,0.11203,0.049416,-0.031305,0.0080855,0.085979,0.032913,0.10945,-0.3003,-0.17633,-0.083334,-0.1705,0.03591,0.087499,-0.023347,-0.23369,0.17199
-0.04551,0.074358,0.030117,0.00031342,0.0037387,0.086013,0.036173,0.093768,-0.26252,-0.14806,-0.2095,-0.27511,0.098305,0.091084,-0.054668,-0.20055,0.15198
-0.050301,0.037268,0.0059805,0.028301,-0.0010778,0.087435,0.041156,0.075015,-0.19335,-0.17354,-0.30321,-0.3767,0.12289,0.087189,-0.083277,-0.17388,0.13638
-0.036572,-5.7482e-05,-0.020702,0.052222,-0.0063645,0.089659,0.045981,0.056879,-0.11337,-0.22593,-0.3914,-0.47408,0.098336,0.07737,-0.11194,-0.16355,0.12704
